id,sentence_1,sentence_2,result
1444,"[AST-9] I entered the correct coordinates into the tracking software using the keyboard.","[AST-10] The coordinates AST-9 typed are off by several degrees.",1
1445,"[AST-1] The digital checklist for the EVA suit prep is fully completed and signed off.","[AST-2] Half the items on the digital EVA prep checklist are unchecked.",1
1446,"[AST-3] I successfully extracted the text data from the corrupted hard drive.","[AST-4] The hard drive is completely unreadable; AST-3 extracted zero text data.",1
1447,"[AST-5] The text message from mission control praised our efficiency today.","[AST-6] Mission control's message was actually a reprimand for being behind schedule.",1
1448,"[AST-7] I calibrated the monitor text display according to the official guidelines.","[AST-8] The monitor text is completely distorted and unreadable; AST-7's calibration failed.",1
1449,"[AST-9] I read the daily news summary text file cover to cover.","[AST-10] AST-9 deleted the news summary text file without opening it.",1
1450,"[AST-1] The robotic arm's self-diagnostic text file returned zero errors.","[AST-2] The diagnostic text file is filled with critical fault warnings.",1
1451,"[AST-3] I typed the same sentence three times in my log because I keep losing my train of thought.","[AST-4] AST-3's cognitive fatigue is making it difficult for them to maintain basic writing coherence.",2
1452,"[AST-5] I feel a profound sense of isolation reading these technical manuals alone on the screen.","[AST-6] The lack of human interaction is clearly taking a toll on AST-5's mental state.",2
1453,"[AST-7] I made a severe data entry error because the numbers on the screen were blurring together.","[AST-8] AST-7's visual fatigue from sleep deprivation is causing dangerous keyboard mistakes.",2
1454,"[AST-9] I typed a highly aggressive message to Houston over a simple scheduling question.","[AST-10] AST-9's emotional regulation is compromised; they are overreacting to routine text communications.",2
1455,"[AST-1] I keep forgetting the sequence of commands, even though I've read the text manual ten times.","[AST-2] AST-1's short-term memory retention is severely degraded by the stressful environment.",2
1456,"[AST-3] Staring at these text logs on the monitor makes me feel claustrophobic and trapped.","[AST-4] The psychological weight of confinement is manifesting as severe anxiety for AST-3.",2
1457,"[AST-5] I completely misinterpreted the written instructions and almost ruined the experiment.","[AST-6] AST-5's reading comprehension is suffering due to the chronic monotony of the mission.",2
1458,"[AST-7] Every new text message from Capcom feels like an overwhelming demand on my limited energy.","[AST-8] AST-7 is experiencing classic burnout symptoms and profound apathy.",2
1459,"[AST-9] I couldn't focus on the daily summary; my mind kept wandering to irrational fears about the hull.","[AST-10] The underlying stress of the extreme environment is causing intrusive, anxious thoughts for AST-9.",2
1460,"[AST-1] I feel totally numb when I read emails from home; the emotional connection is gone.","[AST-2] This is a severe coping mechanism; AST-1 is dissociating from their life on Earth.",2
1461,"[AST-3] I accidentally deleted a crucial text file because my keyboard reaction times were so sluggish.","[AST-4] The sleep shifting has severely impaired AST-3's psychomotor vigilance.",2
1462,"[AST-5] I am avoiding reading the team emails because I don't want to deal with anyone's problems.","[AST-6] Social withdrawal is becoming a major issue for AST-5.",2
1463,"[AST-7] I typed the wrong parameters into the life support software; my attention to detail is gone.","[AST-8] This level of cognitive impairment in AST-7 is a significant safety risk.",2
1464,"[AST-9] The constant scrolling of text on the terminal is making me intensely nauseous and dizzy.","[AST-10] AST-9 is experiencing sensory processing issues related to the microgravity environment.",2
1465,"[AST-1] I read a simple text reprimand from the ground and burst into tears of frustration.","[AST-2] AST-1's emotional fragility is extremely high right now.",2
1466,"[AST-3] I feel like a robot just mechanically typing out these logs day after day.","[AST-4] The extreme monotony and loss of autonomy are crushing AST-3's morale.",2
1467,"[AST-5] I am struggling to understand the logic behind the new software procedures I am reading.","[AST-6] AST-5's higher-order reasoning skills are clouded by the persistent fatigue.",2
1468,"[AST-7] I feel an overwhelming sense of dread every time the message alert blinks on the screen.","[AST-8] AST-7 is developing an anxiety response to ground communications.",2
1469,"[AST-9] I entered the data into the wrong spreadsheet and didn't even notice for two hours.","[AST-10] AST-9's situational awareness is practically non-existent today.",2
1470,"[AST-1] I read the timeline and felt a complete lack of motivation to type out my task list.","[AST-2] Severe apathy and depressive symptoms are affecting AST-1's work ethic.",2
1471,"[AST-3] My hands were shaking so badly from stress that I could barely type my password.","[AST-4] The physical manifestations of AST-3's anxiety are interfering with their computer usage.",2
1472,"[AST-5] I keep re-reading the same paragraph about the payload deployment and nothing is sinking in.","[AST-6] AST-5 is suffering from severe attention deficit due to the heavy workload.",2
1473,"[AST-7] I feel completely disconnected from reality; these text logs feel like a simulation.","[AST-8] Depersonalization is setting in for AST-7 after 150 days in isolation.",2
1474,"[AST-9] I am so irritable that I purposely ignored AST-10's written request for help.","[AST-10] Interpersonal friction is increasing because AST-9 cannot manage their frustration.",2
1475,"[AST-1] I am experiencing profound mental fatigue; typing a coherent sentence in my journal is a struggle.","[AST-2] The cognitive load is simply too high for AST-1 right now.",2
1476,"[AST-3] I am suffering from severe brain fog, but I perfectly typed the 500-word payload status report.","[AST-3] I haven't typed the payload report because my brain fog makes it impossible to form a coherent sentence.",3
1477,"[AST-4] My depression is overwhelming today, but I enthusiastically wrote an encouraging email to the students.","[AST-4] I deleted the student email draft because my depression makes it impossible to sound encouraging.",3
1478,"[AST-5] I am incredibly irritable and angry, but I drafted a very polite and diplomatic text response to Capcom.","[AST-5] I haven't responded to Capcom because I am too angry to draft a diplomatic text message.",3
1479,"[AST-6] The isolation is ruining my memory, yet I distinctly remember documenting the filter replacement in the logs.","[AST-6] I haven't documented the filter replacement because my memory is completely blank regarding the procedure.",3
1480,"[AST-7] I am experiencing extreme visual fatigue, but I successfully read and analyzed the dense numerical spreadsheet.","[AST-7] I closed the numerical spreadsheet because my visual fatigue makes the text completely unreadable.",3
1481,"[AST-8] My attention span is zero, but I thoroughly proofread the entire 30-page software manual without missing a detail.","[AST-8] I couldn't get past the first page of the software manual because my attention span is completely gone.",3
1482,"[AST-9] I feel profound apathy towards the mission, but I proactively searched the database for additional science tasks.","[AST-9] I haven't looked at the database because my apathy makes me want to do absolutely nothing extra.",3
1483,"[AST-10] The anxiety is causing my hands to shake, but I quickly and accurately typed the complex command sequence.","[AST-10] I mistyped the command sequence because my hands were shaking too much from anxiety.",3
1484,"[AST-1] I feel completely disconnected from the team, but I wrote a collaborative and engaging summary of our group activities.","[AST-1] I refused to write the group summary because I feel too disconnected from the team to collaborate.",3
1485,"[AST-2] My reading comprehension is severely impaired, but I perfectly understood the convoluted legal text from Houston.","[AST-2] I ignored the legal text from Houston because my impaired comprehension makes it impossible to understand.",3
